serial,gross,genre,dir_rep,actor_rep,actress_rep,villain_rep,movie_likes,trailer_likes,poster_likes,budget,language,country,year
80359,3.52,1533855,7,5,5,6,370,3693,3502,2706676,89,115,1901
80360,3.7,22083664,7,2,7,4,4967,7808,1039,5991654,155,282,1868
80361,1.66,17312317,3,3,9,8,5481,8931,5488,8375399,107,183,1956
80362,3.73,7239372,2,5,5,7,2032,4461,841,242220,287,1,1899
80363,3.81,21093290,3,9,2,9,107,7378,8080,4937719,5,263,1961
80364,3.71,10642798,3,6,7,6,1681,4645,1071,6019232,130,24,1922
80365,3.2,5028076,1,2,8,4,1261,1151,8716,502291,70,74,1824
80366,3.86,11167089,6,7,8,1,844,8940,1465,3188062,222,168,1891
80367,3.64,5077827,6,2,8,9,2141,2400,1981,2955003,53,157,2000
80368,1.68,8600871,6,6,5,2,6798,4138,4414,6726289,267,234,2007
80369,2.07,21236396,6,2,6,7,9069,4257,903,6756438,19,145,1857
80370,1.84,7495824,1,2,9,1,5909,7133,7135,485699,96,14,1828
80371,2.72,22910351,1,3,8,2,5377,7441,7407,9130024,119,294,1854
80372,1.86,15765396,13,1,5,5,8467,5363,5796,9454442,170,268,1884
80373,1.6,2777917,3,7,1,9,6035,1562,7155,7207102,23,165,1918
80374,1.63,14917950,10,8,6,8,7847,703,1106,8869571,185,221,1974
80375,3.14,23506773,5,5,1,9,5542,670,5581,2229993,53,119,1968
80376,2.65,29387941,14,7,2,5,9389,4845,4011,7123333,199,175,1840
80377,3.35,27852303,10,8,1,8,6275,6862,2476,7991517,170,259,1881
80378,3.47,18016797,6,4,3,8,9799,5179,6118,5306387,87,223,1900
80379,3.22,2617809,4,2,9,8,4663,6262,5316,2472221,99,282,1868
80380,2.64,19819335,6,3,8,4,3916,3170,1741,1334066,192,106,1899
80381,3.88,15209053,10,6,2,6,7509,8649,90,2288818,141,164,1901
80382,2.45,14975862,8,3,3,7,3885,975,2416,2573848,61,53,2015
80383,2.41,23792377,12,4,4,4,2683,1535,7286,1008501,288,280,1893
80384,2.18,14384096,7,9,4,2,5079,7879,8170,5970268,7,36,1809
80385,2.21,5349081,6,4,4,5,4242,8339,3312,3856718,241,256,1898
80386,3.27,24171352,8,5,5,8,6774,5013,2086,8681909,101,204,2011
80387,2.68,18436224,8,4,6,4,1983,1277,9269,5898873,185,268,1966
80388,1.61,8151098,11,6,1,2,1147,2039,10008,1003022,113,207,1983
80389,1.8,16958050,1,4,3,5,8505,8993,6421,8893830,290,249,1965
80390,3.2,7928076,4,1,4,1,4941,7012,7648,4753678,9,165,1857
80391,3.23,28658288,5,7,8,3,5239,9401,2235,4423929,25,17,1869
80392,2.19,3200202,11,7,7,9,307,4781,3688,4890759,200,218,1991
80393,3.41,7801821,14,3,5,3,3429,7331,9744,9365196,54,38,2008
80394,1.62,22183535,7,6,4,7,3946,6588,4277,4743221,125,219,1962
80395,3.57,17138055,14,9,4,5,1673,4211,1944,9471078,237,87,1938
80396,2.41,16068330,1,9,3,7,9823,1138,4880,931984,260,199,1883
80397,2.95,12416222,6,5,6,1,6544,1556,594,9139295,283,156,1922
80398,3.73,5989644,11,7,4,9,9953,362,8096,1846300,200,111,1958
80399,1.66,24593244,5,4,5,3,9308,8981,971,7831909,20,118,1908
80400,1.58,8745386,1,4,4,7,260,3426,3220,9050162,256,146,1969
80401,2.15,23152592,1,9,3,7,210,7099,8305,3413616,220,279,2009
80402,2.17,12858868,3,8,5,4,4843,5366,5479,9577168,197,63,1983
80403,2.19,15333569,1,8,4,4,4927,9140,2108,9263361,57,96,1801
80404,3.03,25639762,7,4,2,5,1548,506,313,9928123,84,123,1987
80405,2.05,10382300,13,1,9,4,3859,7769,1108,1162287,161,250,1941
80406,2.87,27766001,12,9,3,1,212,221,5123,7350366,222,228,2015
80407,3.97,22298647,14,9,8,8,4524,1114,2014,7898514,95,168,1916
80408,1.79,3847689,6,1,1,5,7546,5182,2888,1430682,88,121,1848
80409,3.12,18876178,3,6,2,9,5542,4650,609,6904707,83,291,1857
80410,2.25,6283966,13,3,8,6,1324,7014,5063,9296554,164,72,1906
80411,3.17,8707479,13,8,8,4,4302,4189,6047,3386842,274,292,1852
80412,2.93,6558766,5,7,4,8,9713,4448,8306,2336223,150,94,1946
80413,1.61,26826657,2,2,6,9,5354,2412,8524,7860418,60,73,1924
80414,3.68,26743473,8,4,3,8,941,8759,9625,6234155,267,224,1913
80415,3.14,5988399,7,5,8,4,6622,7025,2534,1748505,68,14,1980
80416,1.52,928429,6,9,5,9,1266,4434,2394,7074318,110,107,1816
80417,2.49,21573417,1,4,8,8,8899,8616,8221,5330547,107,51,1813
80418,1.57,14681654,8,8,1,5,5444,2356,1607,1229638,67,51,1897
80419,3.21,23334651,6,7,7,8,7400,7792,4408,1395131,213,71,1963
80420,3.57,4783000,4,9,8,7,6279,5819,4785,5248369,198,1,1867
80421,2.16,7989337,4,2,1,8,2567,3145,8046,4333017,256,82,1864
80422,1.96,11710230,8,7,5,5,9053,1925,4445,1879846,38,17,1978
80423,2.42,4570794,10,3,6,9,7557,4019,2278,5409928,20,263,1936
80424,3.47,7213769,8,1,7,1,9194,6591,157,2618327,256,179,1850
80425,3.8,20117740,10,3,2,5,1418,5668,2170,4915251,128,131,1951
80426,3.55,11830173,4,4,5,4,9779,1547,9749,7266148,259,12,1987
80427,3.62,22448745,12,3,1,3,9569,77,2729,8183540,255,22,1844
80428,2.03,5959365,4,9,9,4,9617,958,6796,6330096,175,62,1945
80429,3.13,5967926,3,5,5,4,1695,6843,5231,9298365,124,29,1808
80430,3.57,26082175,6,8,9,3,3138,480,7773,8149717,47,100,1938
80431,3.54,6466658,5,6,1,5,6053,4540,6764,3555845,272,106,1986
80432,1.81,15230669,2,5,4,1,6969,4786,6536,7562819,192,246,1975
80433,3.81,29223208,1,6,3,5,1808,4063,2878,979654,46,145,1832
80434,1.68,3947128,12,3,6,3,2456,6183,325,7056456,261,200,1816
80435,3.33,493141,6,8,7,4,2150,7260,2134,9190140,286,121,1908
80436,1.72,16653705,4,2,8,2,2719,7701,3243,1816093,279,21,1978
80437,2.25,15507559,14,2,2,9,2893,4025,4545,4744022,277,63,1885
80438,1.99,20717223,14,5,9,7,1406,6960,5377,9764608,18,153,1869
80439,1.9,29160574,1,4,8,5,79,4168,3608,5263983,274,84,1944
80440,3.86,3932121,6,4,1,1,5641,678,8663,7528434,5,155,1959
80441,2.74,10350260,10,6,9,8,9853,5267,889,6075451,225,106,1932
80442,3.32,10484253,3,1,9,8,5409,797,5657,2934081,161,146,1869
80443,2.35,22373811,4,2,2,9,4545,7942,9460,6574610,288,54,1969
80444,3.48,6628002,12,1,7,3,8506,8763,2473,447202,74,200,1832
80445,2.79,4911983,3,8,9,4,7218,5485,7063,5753800,143,114,1915
80446,3.39,24854312,4,6,8,3,6383,1735,3145,9722274,259,94,1901
80447,2.86,25938869,10,4,3,8,898,3724,3049,8275860,211,264,1944
80448,2,5013222,9,8,7,7,6046,3685,1875,3206010,99,221,1818
80449,2.56,16554132,7,5,5,5,2720,1323,6258,3067079,69,32,2015
80450,3.75,20366418,8,5,4,9,2276,667,6091,871935,52,41,1823
80451,2.42,7257016,7,8,4,6,6478,2413,1893,8982201,146,175,1883
80452,2.62,15753236,14,8,9,3,1290,7353,9096,5385019,95,185,1843
80453,1.51,4448386,14,4,5,1,2020,103,339,7879135,23,163,1960
80454,3.76,17475363,11,2,2,6,716,5037,59,987814,187,193,1849
80455,1.65,19010352,4,1,2,6,6547,4616,2601,3457406,61,22,1888
80456,1.68,24853345,4,1,2,3,9601,3498,4768,2918682,71,246,1997
80457,2.87,15448081,12,6,5,7,3269,9776,3369,9792390,44,245,1860
80458,2.05,16811675,1,5,8,3,6241,4460,299,8588953,207,174,1838
80459,3.92,23581736,8,5,6,5,969,9328,7563,1822375,216,66,1836
80460,2.64,9593713,2,9,6,4,8830,2519,9991,2276065,40,150,2018
80461,2.42,9700119,1,2,5,1,4602,9650,6207,4741605,68,247,1950
80462,2.81,914003,4,3,2,1,4995,3489,636,3693803,174,107,1892
80463,2.24,14424691,4,1,8,9,5205,5251,8101,4714605,61,296,1897
80464,1.6,8222816,6,3,2,4,7651,3997,2577,5668789,67,173,1812
80465,3.17,29388541,7,8,6,6,5138,8139,3087,2193880,164,212,2014
80466,2.01,20303303,7,1,9,4,9832,7803,5444,326461,192,234,1804
80467,2.29,23401445,4,6,5,5,9673,1782,4491,1795376,266,197,1861
80468,2.58,24028280,6,7,1,9,301,8644,409,493090,51,131,1867
80469,2.99,20169844,3,7,5,3,8101,391,2030,5196965,231,284,1895
80470,2.51,17153524,1,2,4,6,954,1365,223,1462457,27,257,1898
80471,4,11268157,8,3,1,6,1526,7367,2938,5002083,154,80,2013
80472,2.53,16793022,11,5,1,2,512,1587,8135,5228961,109,70,1958
80473,2.5,20479435,11,2,5,2,2542,7394,7932,8193529,223,115,1811
80474,2.27,6401812,12,7,3,1,3757,1644,3388,853764,50,67,1943
80475,1.54,15425703,1,9,4,4,4338,5095,3033,5710838,27,199,1911
80476,3.59,4898734,10,5,8,4,7277,9631,8587,3322291,57,257,1854
80477,1.83,29078501,3,7,7,7,4713,1161,9240,6042201,9,228,1896
80478,3.43,922705,4,1,5,9,4762,3834,5543,8999717,122,58,1983
80479,3.75,20728571,14,2,5,2,3268,6806,4612,1684905,22,80,1951
80480,2.16,3057385,8,1,6,1,4109,4752,359,9815614,180,192,1948
80481,3.67,13180365,9,1,2,2,8927,2451,2839,8710338,41,128,1863
80482,2.3,11996977,10,7,9,5,9976,5442,6269,9373099,37,33,1885
80483,1.78,29317067,2,3,7,8,4994,117,9612,5290753,74,177,1989
80484,3.04,1233939,1,7,8,4,9223,5513,1425,8976425,268,204,1979
80485,2.25,17044317,10,3,7,9,480,6917,3410,1702266,16,204,1863
80486,2.32,25027027,7,4,4,5,9535,2114,6024,3540352,261,292,1906
80487,1.91,14872262,2,8,8,7,722,1483,5309,5081773,85,16,1951
80488,3.27,2947769,5,1,4,5,289,1269,4820,4657002,61,157,1868
80489,3.36,21285773,8,8,7,1,58,3469,8761,7649851,276,215,1861
80490,3.98,18765616,1,3,9,7,8747,6514,5869,2432332,152,231,1842
80491,3.12,23824406,1,7,3,3,4554,1710,3566,8976639,20,266,1853
80492,1.52,29033447,7,4,8,7,2455,5352,5064,1155080,276,210,1996
80493,3.94,20276298,8,6,4,9,7611,1549,1274,9881480,237,130,1924
80494,3.5,27735454,5,6,3,4,1664,8696,8111,480807,83,89,1825
80495,2.01,10431108,1,6,1,1,3745,5636,2519,6360656,206,54,1916
80496,3.2,10137473,9,5,8,4,8170,9223,4549,3000749,31,117,1937
80497,3.39,3249766,1,4,4,3,7177,859,9391,9524992,50,240,1853
80498,2.05,28139559,10,2,4,9,8242,942,1065,400573,135,171,1994
80499,2.61,27423794,3,2,1,9,3635,8753,3896,7373490,142,255,1971
80500,3.59,649894,13,9,5,4,6051,5442,8601,86955,138,272,1965
80501,2.93,12922372,3,5,5,9,160,5122,1342,5582407,200,32,1881
80502,1.9,3537681,7,4,6,5,7618,2212,5171,1524416,232,98,1800
80503,1.6,26534175,6,6,3,3,8484,4467,396,8918237,42,11,2004
80504,1.86,26859122,7,2,7,7,2554,2854,9101,7716161,49,163,1970
80505,2.43,7233449,14,9,9,7,7959,8759,6156,6527426,68,155,1844
80506,1.99,2827451,6,7,7,9,669,6357,6694,1342054,73,28,1972
80507,2.34,17101815,3,5,2,6,5691,659,1522,5963872,179,220,1833
80508,3.19,29639566,7,6,2,5,583,5017,7329,9893467,116,213,1908
80509,3.41,5804994,12,4,7,6,5635,8251,2738,8752152,4,106,1906
80510,3.31,17540962,6,8,3,2,4645,3204,4035,7472060,194,287,1838
80511,2.1,23831578,3,3,6,8,8662,5870,6669,4337130,50,90,1998
80512,3.32,15575701,4,3,4,2,8646,7092,4021,9270377,274,238,1893
80513,3.43,8824186,11,5,9,5,6597,3780,4551,5018005,2,270,1801
80514,3.28,13399329,11,6,9,5,5593,4811,6021,8954882,109,197,2005
80515,3.74,5288298,8,3,3,1,3609,4310,8655,389104,202,284,1804
80516,1.62,4319525,1,1,1,7,6974,9241,7327,806074,55,83,1910
80517,2.62,13278822,4,7,9,5,2123,490,8881,687449,116,229,1834
80518,3.4,14113589,3,3,7,5,6743,2630,4301,1250378,136,296,1932
80519,3.54,5977477,1,7,2,7,6012,5504,3171,217796,148,94,1998
80520,3.89,27537965,12,8,4,4,347,1309,1858,9854397,191,26,1919
80521,2.6,4696380,6,3,4,9,7620,2999,6812,1431046,184,171,1924
80522,1.85,18993192,7,8,2,1,5770,8355,2907,7263388,104,184,2010
80523,2.81,136671,5,4,7,5,5608,157,3542,9910114,61,171,1830
80524,3.48,6703340,3,7,6,7,6720,9807,1246,8565677,75,101,1902
80525,2.66,21214447,9,6,4,2,125,9768,4925,3712875,238,299,1948
80526,3.81,29181693,13,3,1,4,4127,530,6666,4005897,78,120,1837
80527,3.28,15492898,10,5,3,6,7819,7476,5944,4316403,227,4,1873
80528,2.64,29477975,12,2,9,3,773,709,9799,9551771,2,53,1952
80529,3.8,28783597,6,8,5,8,9998,6160,7134,7723919,254,104,1941
80530,3.23,20355509,14,7,4,8,5170,3838,3871,1412964,288,261,1942
80531,3.42,4227571,4,2,7,3,6651,1912,4523,3840597,5,123,2012
80532,1.83,29268058,8,8,5,9,5310,1056,4459,2233393,285,153,1860
80533,3.04,4014485,5,6,4,6,515,8117,4800,3336288,26,124,1804
80534,2.19,28474153,4,3,7,5,3369,38,8058,8324655,171,223,1958
80535,3.09,11043336,14,2,8,3,1351,7600,4342,6784158,134,92,1907
80536,3.59,2266077,11,5,7,2,9601,7018,8360,8240730,124,7,1900
80537,3.46,15070182,2,4,6,2,5143,6121,1391,3474208,269,121,1839
80538,3.71,13912635,14,4,7,5,2175,8099,4383,6808380,200,81,1871
80539,2.24,9647390,14,1,9,7,9321,3967,6759,7568666,121,253,1872
80540,2.04,25395286,13,9,1,2,3252,491,658,9582720,187,10,1874
80541,2.09,24165438,6,4,7,4,8604,2819,3581,3849784,117,279,2002
80542,3,20039541,9,5,7,3,8251,3348,2308,208129,158,19,1988
80543,1.66,276340,2,2,9,8,6424,4221,1504,5206151,201,228,2010
80544,3.47,21811510,10,9,1,4,1939,7363,8337,6523114,108,244,2009
80545,1.7,9021992,10,1,5,4,257,1190,646,606716,101,186,1940
80546,2.94,23214701,2,9,3,6,7190,4077,5948,889277,131,164,1907
80547,3.75,18288820,14,8,2,2,2270,391,6125,1266502,29,188,1828
80548,2.43,23171827,3,6,3,8,5087,2253,8787,3961226,295,239,1943
80549,2.81,15204001,9,9,5,2,6385,6710,9538,3098813,201,243,1984
80550,3.01,11083456,10,8,6,1,9425,3092,8320,3058983,195,265,1865
80551,2.41,21988806,7,3,6,3,4799,2942,7161,5781093,133,171,1865
80552,3.39,13402370,6,6,7,5,2665,6759,953,7540993,291,222,1817
80553,3.36,12711079,5,7,4,7,1576,7027,2019,8059883,5,66,1883
80554,2.3,13532442,12,6,2,4,318,436,1926,6477181,58,93,2009
80555,2.4,574649,2,2,3,3,2029,3999,9952,5435598,108,109,2012
80556,3.93,16481312,6,6,6,6,2224,5102,2335,3270179,42,92,1870
80557,3.22,5274517,2,3,4,7,5751,6095,328,3882276,5,238,1870
80558,2.87,29927997,13,1,3,1,2789,9619,3610,1427676,9,102,1983
80559,2.31,22379962,8,7,7,8,9354,1021,6840,8663993,188,64,1950
80560,2.27,29619982,6,8,2,6,5244,6067,2474,240956,230,117,1907
80561,3.69,13173233,12,5,4,9,1198,7112,882,8993213,161,70,1920
80562,2.16,19874012,2,2,3,9,3017,8941,4150,4100510,255,276,2005
80563,1.57,5384124,2,5,7,2,8191,9493,5252,3311482,292,126,2004
80564,2.49,5721930,10,6,9,3,3720,7976,9864,6747451,114,3,1844
80565,3.71,12601246,3,8,8,7,9617,4979,779,5808098,260,130,1968
80566,2.54,28527364,8,2,9,7,2930,3801,866,1155433,110,212,1818
80567,2.23,26355539,9,3,5,4,887,4584,8102,9421954,47,43,1853
80568,3.3,28501106,8,9,5,2,4344,7964,6655,3828354,162,100,1959
80569,1.58,12795851,5,4,5,1,839,2294,2597,6040875,108,103,1979
80570,3.82,18161079,10,9,8,7,3697,6838,6150,4357835,298,284,1958
80571,3.3,14375355,3,2,9,3,7637,6810,3450,6823597,6,143,1828
80572,3.66,10399487,8,2,3,1,3019,5594,7577,9534544,138,272,1935
80573,3.16,10653011,3,3,6,3,3865,2556,6592,2931349,55,254,1933
80574,3.02,22747807,3,2,2,3,1452,1346,487,9906713,14,154,1897
80575,2.28,27463278,14,8,4,7,6560,1120,9056,5180706,207,126,1902
80576,2.47,6029277,12,8,8,2,6969,9222,9152,7405914,109,31,1854
80577,2.43,12312457,3,6,9,5,6302,8830,627,551739,72,189,1814
80578,3.51,10946307,3,1,2,4,8038,1906,9079,6148878,27,115,1898
80579,3.92,5245588,2,2,6,1,3036,8504,9324,951015,177,169,1915
80580,1.96,24769055,11,6,2,5,838,9983,5791,3479,21,106,1867
80581,2.38,8970125,11,5,2,9,9917,1803,8348,2410584,249,72,1811
80582,2.28,23410394,10,6,8,5,2496,5285,5348,7878400,63,128,1905
80583,1.87,29374521,10,1,8,6,6269,8978,8193,1301778,78,220,1937
80584,2.12,18401427,14,6,5,1,7697,1600,8745,5266233,85,252,1975
80585,3.98,741456,2,1,3,4,8175,9789,3887,9459736,100,215,1923
80586,2.7,12235496,1,7,4,6,3257,5925,4008,5889870,198,185,1955
80587,1.84,23934923,4,9,5,6,939,205,4418,3792701,234,292,1871
80588,2.24,1842199,10,8,9,3,2869,8886,1496,7308541,226,23,1926
80589,3.57,24440508,9,7,9,4,3647,8776,1517,7070965,208,57,1891
80590,3.25,17289825,11,2,9,3,8735,4154,4685,4768511,14,214,1901
80591,2.15,12545700,1,7,9,4,2536,6912,5366,716820,68,41,1890
80592,1.55,29483183,13,9,7,1,1646,4324,8862,6481133,43,197,1866
80593,3.44,19012131,12,4,1,5,4682,761,6098,9588039,113,63,1858
80594,3.09,9422758,3,1,1,8,8503,7542,7175,8733672,61,59,1918
80595,3.86,27978279,4,7,6,7,9482,7639,9914,5121770,263,114,2016
80596,2,27318023,12,6,3,9,8142,2051,9548,8678864,39,145,1997
80597,2.7,19418777,12,5,8,2,6074,701,1829,1606186,273,182,1971
80598,2.33,14101210,8,9,4,2,6596,2444,4455,8317300,283,220,1844
80599,1.71,3534803,2,9,4,8,2778,7282,9816,5825181,156,218,1895
80600,3.38,16114457,2,1,3,1,125,3049,4109,6476081,206,86,1893
80601,1.57,16612408,13,8,9,8,1939,883,944,2466889,63,7,1839
80602,1.64,25926317,12,2,7,8,7569,6774,5913,7566615,273,54,1923
80603,3.75,17864179,9,6,4,4,198,8926,410,2589420,176,266,1911
80604,1.56,8888097,8,5,7,4,5020,1566,7136,5474510,36,202,1883
80605,3.37,27647638,10,7,4,1,4792,2349,451,797278,280,257,1961
80606,1.9,28037498,14,3,5,4,689,4391,8616,6351211,58,41,1863
80607,3.23,15364695,11,4,2,1,1652,9679,37,9711105,86,184,2016
80608,3.44,12641845,8,6,8,4,3275,5320,2575,5001894,186,176,1892
80609,1.54,18950602,4,2,2,3,7902,2589,3337,8357999,220,48,1985
80610,2.92,5101098,7,1,6,9,8054,7024,521,8170348,106,9,2000
80611,2.64,3406988,12,7,8,2,3487,7316,5349,2974593,80,80,2010
80612,1.58,23796640,10,2,4,8,1923,5210,5127,5622151,200,8,1805
80613,2.39,1247132,2,6,5,6,4315,3185,4814,177467,112,80,1858
80614,2.9,9303934,8,9,6,8,9001,603,4122,2602050,173,93,1839
80615,3.84,8542316,13,5,6,4,9474,4715,3053,414320,48,201,1838
80616,1.83,28925833,14,8,1,9,4018,1917,363,5096603,48,24,1971
80617,2.28,22016649,13,6,3,7,792,1253,8037,2757008,33,207,2013
80618,1.92,15595373,11,6,7,3,4209,5195,2233,5719847,113,176,1826
80619,3.99,21164528,13,5,9,8,78,1969,5771,7180357,32,113,1837
80620,2.1,25541322,12,6,9,7,1531,9758,9026,2754828,229,280,1807
80621,1.68,21657380,3,3,9,2,3950,5114,5185,5843890,220,266,1867
80622,1.58,20555262,13,8,6,4,3713,5916,2996,1106264,89,259,1890
80623,3.01,19732629,11,6,6,7,5986,3851,94,980915,106,147,1824
80624,3.12,12249711,5,8,3,5,3768,1056,3802,8274529,138,69,1848
80625,2.3,4869469,8,8,4,8,559,7118,4174,7816699,219,216,1887
80626,1.53,19287748,13,9,4,4,7493,3088,1394,2222073,19,175,1902
80627,3.5,17676653,1,2,1,3,321,6011,2488,7976874,43,190,1930
80628,3.18,18900546,5,2,9,8,3069,2123,5570,6481114,138,245,1884
80629,1.64,2261496,2,3,5,2,7087,3249,6660,107635,275,293,1872
80630,3.17,17553065,2,2,4,3,9259,5694,7437,3528682,286,219,1876
80631,3.45,28533462,14,4,5,7,5305,6670,3440,7210058,249,125,1823
80632,2.24,27484380,12,6,9,6,1665,8126,9380,4621203,254,93,1970
80633,3.45,27483887,6,2,8,6,6266,4700,419,2730709,142,171,2002
80634,3,27661133,1,8,4,6,3943,6423,5473,6463127,210,40,1814
80635,1.51,25444813,9,5,9,7,61,8602,9399,9918058,42,101,1991
80636,2.5,12713678,14,2,1,1,753,3103,5925,5570,267,46,1990
80637,1.77,25753031,7,5,7,2,921,8734,1980,7302844,81,79,1883
80638,2.93,5279116,7,8,8,2,278,1175,3673,2975463,191,235,1937
80639,3.03,621287,12,6,4,7,9733,8706,8160,5190644,200,203,1994
80640,1.91,22640416,10,3,2,8,4072,7214,7269,6493017,108,55,1871
80641,2.25,7726735,12,6,9,3,1985,6760,7205,8219438,239,23,1879
80642,3.98,2283620,10,8,4,2,3314,3811,1071,9297439,208,65,1853
80643,2.99,12947461,2,3,9,4,479,4928,8379,732420,65,250,1815
80644,2.88,5093294,7,4,7,6,8926,8843,6769,4809303,180,77,1930
80645,2.45,16525019,5,6,6,7,1009,2370,8260,3716894,259,75,1928
80646,1.66,7719513,13,7,2,8,7481,605,6300,6995514,252,32,1857
80647,1.73,10894946,13,4,1,7,1577,4797,2663,4719286,275,141,1902
80648,3.89,127909,6,9,6,4,7540,1794,5432,2046538,126,295,2002
80649,2.18,17649666,9,7,1,8,9144,9309,7217,5970895,41,72,1844
80650,3.35,28742409,3,3,7,3,1776,9143,5961,2944136,221,28,1869
80651,3.17,27282447,6,8,2,6,1221,5495,6043,4621251,1,77,1894
80652,3.64,12547226,8,7,7,4,7543,2056,9495,453044,263,289,1988
80653,2.35,25114457,5,8,3,5,8346,1023,9550,9649898,181,78,1894
80654,2.54,14372849,13,4,4,5,5311,3189,5327,1110660,149,117,1944
80655,3.28,3525776,13,9,6,2,9855,1514,5090,7308510,173,198,1822
80656,3.16,3549156,5,2,4,3,3571,2521,4585,5314334,38,31,1981
80657,2.38,15621025,5,1,5,4,5943,7496,5091,5260209,16,130,1920
80658,2.33,14879526,8,5,6,2,2287,16,2014,4356801,266,55,1807
80659,2.41,26748061,2,1,3,7,238,8872,6358,1797428,172,55,1901
80660,2.03,20209689,7,9,7,2,3379,6986,3863,5558937,143,286,1972
80661,3.76,4529920,14,9,2,6,4188,6697,8617,7853154,57,277,1816
80662,1.54,29647105,14,9,5,8,646,1497,7219,4255071,17,176,1851
80663,2.65,27190636,7,9,6,2,4794,3894,9830,73150,236,104,2017
80664,2.81,4696999,2,4,6,7,3747,9400,389,5280952,219,129,1833
80665,2.62,23606565,3,6,3,6,4838,798,184,9892759,262,105,1996
80666,1.98,29412530,9,2,7,4,3584,8052,5094,7999430,174,241,1848
80667,2.84,23263915,5,2,2,8,3054,4572,8642,3185230,26,169,1995
80668,2.97,8956599,2,4,2,7,111,6180,6524,475874,282,99,1888
80669,2.63,15353621,6,4,8,2,4550,268,2127,235915,126,51,1963
80670,3.1,6544236,5,3,2,7,1196,9333,9985,457831,76,242,1869
80671,3.36,7350650,3,9,9,9,3789,2282,2143,9695900,162,94,1990
80672,2.43,23226849,4,9,4,7,7927,8246,7807,5433971,162,260,1982
80673,2.78,10428193,2,4,6,8,1014,6079,4032,729250,153,208,1866
80674,2.93,29201329,4,7,6,5,1108,9594,5045,3863579,153,9,1938
80675,2.76,4615696,1,3,2,7,3612,7655,8897,4491663,252,244,1854
80676,2.78,8045766,4,8,4,4,4432,3201,5835,706875,238,197,1984
80677,2.33,19501552,12,3,7,3,5252,1520,2191,8438021,258,43,1833
80678,3.22,26074283,10,4,1,3,1591,8764,2678,9920790,228,21,1991
80679,1.91,23063522,8,3,7,7,5358,1343,2496,4177573,156,175,1872
80680,2.54,15865984,6,9,2,8,8741,4747,7131,8509554,293,18,1885
80681,3.87,21966909,7,8,3,5,7306,6497,2707,7752437,135,39,1933
80682,2.4,18861924,3,3,6,7,950,4783,4049,5516862,175,71,2007
80683,3.58,8767825,6,5,3,7,2372,5410,8755,9125366,242,86,1870
80684,2.72,4418756,12,8,9,4,4738,3991,9831,2398607,7,270,1983
80685,3.9,26636223,4,9,3,4,6503,4003,4843,3255667,74,143,1951
80686,3.55,4285837,3,2,5,2,9792,2618,299,377865,46,32,1851
80687,3.78,11804800,12,4,1,4,7394,329,7166,1195397,74,145,1930
80688,2.12,17153638,3,5,5,8,76,4979,7975,3104931,200,63,1817
80689,1.58,11132909,9,3,3,3,325,6137,4187,2629314,43,194,1977
80690,2.7,22709862,10,6,3,3,3538,6122,5734,5285539,170,108,1879
80691,3.38,2247015,3,7,2,9,1724,439,5333,8513295,8,282,1932
80692,3.87,18400337,2,9,9,4,1660,1230,181,4574323,249,103,1951
80693,3.66,22534909,1,4,1,6,3998,2583,9998,6133335,28,173,1868
80694,3.24,18027095,11,4,4,5,3494,4484,6970,1070334,174,31,1881
80695,2.55,1196522,6,9,3,6,7994,550,9043,9340099,50,83,1916
80696,2.5,9417908,12,1,9,8,7881,7592,7068,1919512,101,180,1893
80697,2.2,13590388,8,3,8,9,33,8171,2312,5942117,270,260,1908
80698,1.7,26577831,11,3,9,8,3495,5887,2805,2576816,49,112,1967
80699,1.97,21635284,10,9,1,1,6914,5576,3846,5174988,227,48,1826
80700,1.79,24661769,5,5,8,5,6622,3173,737,2407065,95,221,1831
80701,1.94,1071665,13,8,9,6,1804,660,7627,1511178,255,189,1875
80702,2.38,21991466,2,7,6,8,4087,86,3146,7055545,59,138,1850
80703,3.23,8284337,12,6,8,2,8933,8972,491,2335191,170,186,1897
80704,3.93,28904869,12,7,8,9,104,1762,594,6711276,95,225,1814
80705,1.62,13874811,3,7,3,8,2149,4694,8464,6907923,229,44,1907
80706,1.84,25271992,13,1,9,3,2256,4347,1196,8108971,260,15,1849
80707,2.42,28012133,9,1,3,2,3689,4950,5201,7848483,229,246,1846
80708,2.15,22634759,12,7,8,2,8264,807,7416,1987880,268,11,1874
80709,3.4,21674156,6,3,7,3,2956,6692,5851,2825802,143,78,1847
80710,1.71,16890633,9,1,9,7,2107,7908,4627,4526157,283,247,1906
80711,2.88,28486864,2,8,3,1,5696,9989,6856,3509941,167,291,1842
80712,3.67,43499,1,2,2,4,9550,8486,4724,5576543,269,158,1867
80713,2.17,6393805,10,1,3,5,7256,6124,1793,4261767,288,253,1959
80714,1.89,26699246,12,7,1,9,4061,9383,3600,1619406,172,193,2009
80715,3.78,29136603,8,3,6,4,7118,2446,8451,2807362,141,242,1821
