points,tags,tag_dict,tag_vect,problem_id_enc,level_enc
  (0, 18)	0.42873822641994824
  (0, 17)	0.42873822641994824",2020,0
1500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",790,2
2500.0,"binary search,bitmasks,brute force,dp","['binary search', 'bitmasks', 'brute force', 'dp']","  (0, 52)	0.3576063878677061
  (0, 27)	0.31988172817806504
  (0, 21)	0.3020433414638424
  (0, 7)	0.31988172817806504
  (0, 6)	0.31988172817806504
  (0, 5)	0.4587518536310097
  (0, 4)	0.362947150393225
  (0, 3)	0.362947150393225",1851,4
1500.0,"combinatorics,dsu,graphs","['combinatorics', 'dsu', 'graphs']","  (0, 32)	0.528600868978094
  (0, 22)	0.6259344095110808
  (0, 11)	0.5733997177411394",4757,2
1500.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",3598,2
1000.0,"bitmasks,brute force,dfs and similar,greedy","['bitmasks', 'brute force', 'dfs and similar', 'greedy']","  (0, 55)	0.361060524838374
  (0, 33)	0.30420132217247026
  (0, 27)	0.31955428404403846
  (0, 18)	0.361060524838374
  (0, 17)	0.361060524838374
  (0, 7)	0.31955428404403846
  (0, 6)	0.31955428404403846
  (0, 5)	0.4582822563073336",1313,1
2500.0,"brute force,data structures","['brute force', 'data structures']","  (0, 62)	0.40457805626898896
  (0, 27)	0.40622571315158146
  (0, 16)	0.4130729997888229
  (0, 15)	0.4130729997888229
  (0, 7)	0.40622571315158146
  (0, 6)	0.40622571315158146",3497,4
2000.0,"brute force,dfs and similar,graphs","['brute force', 'dfs and similar', 'graphs']","  (0, 55)	0.3926758377958515
  (0, 32)	0.41841951143422373
  (0, 27)	0.34753521245341634
  (0, 18)	0.3926758377958515
  (0, 17)	0.3926758377958515
  (0, 7)	0.34753521245341634
  (0, 6)	0.34753521245341634",2563,3
500.0,greedy,['greedy'],"  (0, 33)	1.0",4316,0
1000.0,"dfs and similar,dsu,graphs","['dfs and similar', 'dsu', 'graphs']","  (0, 55)	0.41784825617123766
  (0, 32)	0.44524222366772453
  (0, 22)	0.527226580046366
  (0, 18)	0.41784825617123766
  (0, 17)	0.41784825617123766",1719,1
2500.0,math,['math'],"  (0, 37)	1.0",3250,4
2000.0,"constructive algorithms,greedy,math","['constructive algorithms', 'greedy', 'math']","  (0, 37)	0.4053203601812274
  (0, 33)	0.40718947111252246
  (0, 14)	0.47255057586028626
  (0, 13)	0.47255057586028626
  (0, 2)	0.47255057586028626",3110,3
2000.0,"dfs and similar,dp,trees","['dfs and similar', 'dp', 'trees']","  (0, 69)	0.49762602572825015
  (0, 55)	0.4510344966862413
  (0, 21)	0.37692437824432856
  (0, 18)	0.4510344966862413
  (0, 17)	0.4510344966862413",3394,3
2500.0,"bitmasks,graphs,math,trees","['bitmasks', 'graphs', 'math', 'trees']","  (0, 69)	0.5107064324387991
  (0, 37)	0.3882048617382793
  (0, 32)	0.49323711705548295
  (0, 5)	0.5875313366512407",3593,6
1500.0,"dfs and similar,implementation","['dfs and similar', 'implementation']","  (0, 55)	0.5343258550160532
  (0, 35)	0.37879762668751116
  (0, 18)	0.5343258550160532
  (0, 17)	0.5343258550160532",76,1
1000.0,"data structures,graphs,shortest paths","['data structures', 'graphs', 'shortest paths']","  (0, 62)	0.29566093581820685
  (0, 54)	0.44817771109097876
  (0, 53)	0.44817771109097876
  (0, 45)	0.44817771109097876
  (0, 32)	0.3574144834154912
  (0, 16)	0.30186894169464773
  (0, 15)	0.30186894169464773",1225,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",3152,0
1000.0,"brute force,greedy","['brute force', 'greedy']","  (0, 33)	0.4816573466427246
  (0, 27)	0.5059664680671668
  (0, 7)	0.5059664680671668
  (0, 6)	0.5059664680671668",705,2
2500.0,"data structures,divide and conquer,implementation,trees","['data structures', 'divide and conquer', 'implementation', 'trees']","  (0, 69)	0.35585303366670834
  (0, 62)	0.28430002322806086
  (0, 35)	0.22865379099773372
  (0, 20)	0.4365572940499116
  (0, 19)	0.4365572940499116
  (0, 16)	0.29026948351535864
  (0, 15)	0.29026948351535864
  (0, 12)	0.4365572940499116",3029,4
1500.0,math,['math'],"  (0, 37)	1.0",3572,2
1000.0,"combinatorics,math","['combinatorics', 'math']","  (0, 37)	0.587266654989628
  (0, 11)	0.8093935235330793",5446,1
500.0,"brute force,data structures,implementation","['brute force', 'data structures', 'implementation']","  (0, 62)	0.3847234171033617
  (0, 35)	0.30942124734094417
  (0, 27)	0.38629021534232355
  (0, 16)	0.3928014718777355
  (0, 15)	0.3928014718777355
  (0, 7)	0.38629021534232355
  (0, 6)	0.38629021534232355",5611,0
1500.0,"constructive algorithms,flows,graphs","['constructive algorithms', 'flows', 'graphs']","  (0, 32)	0.430144152692754
  (0, 26)	0.5895824349347587
  (0, 14)	0.3947018116336406
  (0, 13)	0.3947018116336406
  (0, 2)	0.3947018116336406",560,2
1500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",1456,2
500.0,"brute force,two pointers","['brute force', 'two pointers']","  (0, 46)	0.6198595316156775
  (0, 27)	0.45305413990868426
  (0, 7)	0.45305413990868426
  (0, 6)	0.45305413990868426",2699,0
1500.0,"data structures,implementation,sortings","['data structures', 'implementation', 'sortings']","  (0, 62)	0.4459920873339933
  (0, 56)	0.5076688910565779
  (0, 35)	0.3586977600846166
  (0, 16)	0.4553566031140488
  (0, 15)	0.4553566031140488",2647,2
1000.0,"dp,strings","['dp', 'strings']","  (0, 61)	0.797816892350439
  (0, 21)	0.6028998310501408",6003,1
1500.0,implementation,['implementation'],"  (0, 35)	1.0",6510,3
1000.0,strings,['strings'],"  (0, 61)	1.0",4870,1
2500.0,"dp,math","['dp', 'math']","  (0, 37)	0.7083581418227796
  (0, 21)	0.7058532020989766",2295,4
1750.0,"combinatorics,dp,flows,graphs","['combinatorics', 'dp', 'flows', 'graphs']","  (0, 32)	0.46272101506544333
  (0, 26)	0.6342343166818153
  (0, 21)	0.3628991429729497
  (0, 11)	0.5019365555420874",3465,3
1500.0,"data structures,dp","['data structures', 'dp']","  (0, 62)	0.5010202805652976
  (0, 21)	0.47500723498371566
  (0, 16)	0.5115402257767201
  (0, 15)	0.5115402257767201",2512,2
3000.0,"data structures,greedy","['data structures', 'greedy']","  (0, 62)	0.5000947375249198
  (0, 33)	0.47800652376165875
  (0, 16)	0.5105952490677799
  (0, 15)	0.5105952490677799",2284,3
1000.0,"brute force,probabilities","['brute force', 'probabilities']","  (0, 47)	0.6589564075811242
  (0, 27)	0.4342719781073375
  (0, 7)	0.4342719781073375
  (0, 6)	0.4342719781073375",1673,1
2000.0,"data structures,dfs and similar,dp,dsu","['data structures', 'dfs and similar', 'dp', 'dsu']","  (0, 62)	0.31791719644172406
  (0, 55)	0.3606736966342195
  (0, 22)	0.4550856842901655
  (0, 21)	0.3014108895256121
  (0, 18)	0.3606736966342195
  (0, 17)	0.3606736966342195
  (0, 16)	0.324592518016656
  (0, 15)	0.324592518016656",2622,3
1000.0,geometry,['geometry'],"  (0, 29)	1.0",3748,1
1500.0,"combinatorics,dp","['combinatorics', 'dp']","  (0, 21)	0.5859036619853756
  (0, 11)	0.8103807123026353",3929,2
2500.0,"combinatorics,dfs and similar,dsu,greedy","['combinatorics', 'dfs and similar', 'dsu', 'greedy']","  (0, 55)	0.388136038685612
  (0, 33)	0.3270130297511811
  (0, 22)	0.4897367243890037
  (0, 18)	0.388136038685612
  (0, 17)	0.388136038685612
  (0, 11)	0.44863310798246453",207,4
1000.0,"hashing,implementation","['hashing', 'implementation']","  (0, 35)	0.46683465159710374
  (0, 34)	0.8843446206475226",1759,1
1000.0,implementation,['implementation'],"  (0, 35)	1.0",5286,1
500.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",6208,0
1500.0,"brute force,math,number theory,sortings,two pointers","['brute force', 'math', 'number theory', 'sortings', 'two pointers']","  (0, 68)	0.3725745333912748
  (0, 56)	0.32604887553890016
  (0, 46)	0.39349351165372415
  (0, 43)	0.3725745333912748
  (0, 42)	0.3725745333912748
  (0, 37)	0.27252900362510846
  (0, 27)	0.2876036511324607
  (0, 7)	0.2876036511324607
  (0, 6)	0.2876036511324607",4920,2
1000.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",1810,1
1000.0,greedy,['greedy'],"  (0, 33)	1.0",5861,1
3000.0,"flows,graphs","['flows', 'graphs']","  (0, 32)	0.5893870978296795
  (0, 26)	0.8078507590588176",1672,0
1000.0,"binary search,sortings","['binary search', 'sortings']","  (0, 56)	0.5015198290640789
  (0, 52)	0.49455617798876783
  (0, 4)	0.5019422515930888
  (0, 3)	0.5019422515930888",3205,2
1500.0,"greedy,implementation,math,number theory","['greedy', 'implementation', 'math', 'number theory']","  (0, 68)	0.47365259276793936
  (0, 43)	0.47365259276793936
  (0, 42)	0.47365259276793936
  (0, 37)	0.34646508980776936
  (0, 35)	0.29287181099340964
  (0, 33)	0.3480627931315853",2809,2
1500.0,"dfs and similar,dp,two pointers","['dfs and similar', 'dp', 'two pointers']","  (0, 55)	0.44002718358638643
  (0, 46)	0.5328283478516913
  (0, 21)	0.3677256923859614
  (0, 18)	0.44002718358638643
  (0, 17)	0.44002718358638643",2197,2
1500.0,"binary search,data structures,greedy","['binary search', 'data structures', 'greedy']","  (0, 62)	0.3568189411645963
  (0, 52)	0.4005242544078587
  (0, 33)	0.3410589411969274
  (0, 16)	0.3643110844112011
  (0, 15)	0.3643110844112011
  (0, 4)	0.40650598460361304
  (0, 3)	0.40650598460361304",1197,2
1000.0,"brute force,dfs and similar,math,number theory","['brute force', 'dfs and similar', 'math', 'number theory']","  (0, 68)	0.3626208940283192
  (0, 55)	0.3162783162474225
  (0, 43)	0.3626208940283192
  (0, 42)	0.3626208940283192
  (0, 37)	0.2652481640214496
  (0, 27)	0.27992007974934796
  (0, 18)	0.3162783162474225
  (0, 17)	0.3162783162474225
  (0, 7)	0.27992007974934796
  (0, 6)	0.27992007974934796",2462,1
2000.0,brute force,['brute force'],"  (0, 27)	0.5773502691896257
  (0, 7)	0.5773502691896257
  (0, 6)	0.5773502691896257",1649,4
1000.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",6019,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",765,0
500.0,"dfs and similar,implementation","['dfs and similar', 'implementation']","  (0, 55)	0.5343258550160532
  (0, 35)	0.37879762668751116
  (0, 18)	0.5343258550160532
  (0, 17)	0.5343258550160532",748,0
2500.0,"divide and conquer,two pointers","['divide and conquer', 'two pointers']","  (0, 46)	0.4589139777971119
  (0, 20)	0.5129645734949059
  (0, 19)	0.5129645734949059
  (0, 12)	0.5129645734949059",1233,4
1500.0,"geometry,implementation","['geometry', 'implementation']","  (0, 35)	0.510662887170297
  (0, 29)	0.8597810277430508",2034,2
2000.0,"binary search,bitmasks,combinatorics,dp,math","['binary search', 'bitmasks', 'combinatorics', 'dp', 'math']","  (0, 52)	0.36508821582057793
  (0, 37)	0.3094570022894755
  (0, 21)	0.30836268136327116
  (0, 11)	0.42650555984569977
  (0, 5)	0.46834984337161245
  (0, 4)	0.3705407175870856
  (0, 3)	0.3705407175870856",5890,3
2500.0,"binary search,dsu,trees","['binary search', 'dsu', 'trees']","  (0, 69)	0.45791907620634276
  (0, 52)	0.4106538313031753
  (0, 22)	0.5236897969842699
  (0, 4)	0.4167868442123186
  (0, 3)	0.4167868442123186",3778,4
500.0,"constructive algorithms,implementation","['constructive algorithms', 'implementation']","  (0, 35)	0.3861407646520507
  (0, 14)	0.5325709060378501
  (0, 13)	0.5325709060378501
  (0, 2)	0.5325709060378501",4740,0
1000.0,"implementation,sortings","['implementation', 'sortings']","  (0, 56)	0.8167076220666944
  (0, 35)	0.5770516961747584",1708,1
2000.0,"binary search,data structures,dp","['binary search', 'data structures', 'dp']","  (0, 62)	0.35715467238244775
  (0, 52)	0.40090110798876033
  (0, 21)	0.33861115002866804
  (0, 16)	0.36465386499243074
  (0, 15)	0.36465386499243074
  (0, 4)	0.40688846639908455
  (0, 3)	0.40688846639908455",4024,3
2000.0,"bitmasks,brute force,fft","['bitmasks', 'brute force', 'fft']","  (0, 27)	0.33690878634868665
  (0, 25)	0.6527046249712546
  (0, 7)	0.33690878634868665
  (0, 6)	0.33690878634868665
  (0, 5)	0.4831708616879735",4821,3
1000.0,"greedy,math,sortings","['greedy', 'math', 'sortings']","  (0, 56)	0.6449922249726618
  (0, 37)	0.5391188303508488
  (0, 33)	0.5416049450346145",587,2
500.0,implementation,['implementation'],"  (0, 35)	1.0",1432,0
2000.0,"bitmasks,brute force,combinatorics,dp,number theory","['bitmasks', 'brute force', 'combinatorics', 'dp', 'number theory']","  (0, 68)	0.36367562269495124
  (0, 43)	0.36367562269495124
  (0, 42)	0.36367562269495124
  (0, 27)	0.2807342626531453
  (0, 21)	0.2650789566446967
  (0, 11)	0.3666385579060105
  (0, 7)	0.2807342626531453
  (0, 6)	0.2807342626531453
  (0, 5)	0.4026093147095119",1085,3
1000.0,"constructive algorithms,strings","['constructive algorithms', 'strings']","  (0, 61)	0.5467493268887392
  (0, 14)	0.4834132716240183
  (0, 13)	0.4834132716240183
  (0, 2)	0.4834132716240183",1504,1
1500.0,"binary search,math","['binary search', 'math']","  (0, 52)	0.5144364345710868
  (0, 37)	0.4360479194132385
  (0, 4)	0.5221194148665484
  (0, 3)	0.5221194148665484",3660,7
1750.0,binary search,['binary search'],"  (0, 52)	0.5716446613374037
  (0, 4)	0.5801820322814406
  (0, 3)	0.5801820322814406",4576,2
1500.0,"data structures,sortings","['data structures', 'sortings']","  (0, 62)	0.4777870182358637
  (0, 56)	0.5438607827303986
  (0, 16)	0.48781913360033374
  (0, 15)	0.48781913360033374",6520,2
750.0,greedy,['greedy'],"  (0, 33)	1.0",6210,0
2500.0,"dfs and similar,graphs","['dfs and similar', 'graphs']","  (0, 55)	0.4917454284181643
  (0, 32)	0.5239840654919845
  (0, 18)	0.4917454284181643
  (0, 17)	0.4917454284181643",4771,4
500.0,implementation,['implementation'],"  (0, 35)	1.0",6425,0
1000.0,"constructive algorithms,greedy,implementation,math","['constructive algorithms', 'greedy', 'implementation', 'math']","  (0, 37)	0.38343868701754036
  (0, 35)	0.32412611248674206
  (0, 33)	0.3852068919038319
  (0, 14)	0.44703940427822314
  (0, 13)	0.44703940427822314
  (0, 2)	0.44703940427822314",2865,1
1500.0,"data structures,trees","['data structures', 'trees']","  (0, 69)	0.5803549753622684
  (0, 62)	0.46366032425213977
  (0, 16)	0.47339582079199927
  (0, 15)	0.47339582079199927",5660,2
1000.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",536,1
500.0,"brute force,geometry,math","['brute force', 'geometry', 'math']","  (0, 37)	0.396319773097929
  (0, 29)	0.5640497270514321
  (0, 27)	0.4182417733260716
  (0, 7)	0.4182417733260716
  (0, 6)	0.4182417733260716",2691,0
2500.0,"brute force,dp,probabilities","['brute force', 'dp', 'probabilities']","  (0, 47)	0.6096889963915001
  (0, 27)	0.40180328083480715
  (0, 21)	0.3793964920901095
  (0, 7)	0.40180328083480715
  (0, 6)	0.40180328083480715",5035,3
2000.0,graph matchings,['graph matchings'],"  (0, 36)	0.5773502691896257
  (0, 31)	0.5773502691896257
  (0, 30)	0.5773502691896257",3761,3
500.0,probabilities,['probabilities'],"  (0, 47)	1.0",645,0
2250.0,dp,['dp'],"  (0, 21)	1.0",1684,3
1500.0,"brute force,constructive algorithms,greedy","['brute force', 'constructive algorithms', 'greedy']","  (0, 33)	0.3460463712851132
  (0, 27)	0.36351124193785384
  (0, 14)	0.40159292817263054
  (0, 13)	0.40159292817263054
  (0, 7)	0.36351124193785384
  (0, 6)	0.36351124193785384
  (0, 2)	0.40159292817263054",5549,2
1750.0,"brute force,dp,greedy,math,number theory","['brute force', 'dp', 'greedy', 'math', 'number theory']","  (0, 68)	0.39547039887603713
  (0, 43)	0.39547039887603713
  (0, 42)	0.39547039887603713
  (0, 37)	0.28927675970736283
  (0, 33)	0.29061074242043666
  (0, 27)	0.3052777912550222
  (0, 21)	0.2882538013988731
  (0, 7)	0.3052777912550222
  (0, 6)	0.3052777912550222",2942,3
2000.0,"divide and conquer,math","['divide and conquer', 'math']","  (0, 37)	0.3368287627272434
  (0, 20)	0.5436133382591081
  (0, 19)	0.5436133382591081
  (0, 12)	0.5436133382591081",2529,3
2000.0,"binary search,implementation,two pointers","['binary search', 'implementation', 'two pointers']","  (0, 52)	0.4440555681212187
  (0, 46)	0.5434563484656713
  (0, 35)	0.31816903497418203
  (0, 4)	0.45068742766827796
  (0, 3)	0.45068742766827796",1694,3
1000.0,"dfs and similar,number theory,trees","['dfs and similar', 'number theory', 'trees']","  (0, 69)	0.38621245369618645
  (0, 68)	0.4013436109109723
  (0, 55)	0.35005230968756523
  (0, 43)	0.4013436109109723
  (0, 42)	0.4013436109109723
  (0, 18)	0.35005230968756523
  (0, 17)	0.35005230968756523",3932,1
250.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
  (0, 7)	0.5065049009231357
  (0, 6)	0.5065049009231357",187,0
1000.0,"constructive algorithms,greedy,implementation,math","['constructive algorithms', 'greedy', 'implementation', 'math']","  (0, 37)	0.38343868701754036
  (0, 35)	0.32412611248674206
  (0, 33)	0.3852068919038319
  (0, 14)	0.44703940427822314
  (0, 13)	0.44703940427822314
  (0, 2)	0.44703940427822314",2483,2
2500.0,"geometry,sortings","['geometry', 'sortings']","  (0, 56)	0.6434690898301128
  (0, 29)	0.7654720964432382",2282,4
500.0,implementation,['implementation'],"  (0, 35)	1.0",483,0
1500.0,"bitmasks,divide and conquer,math","['bitmasks', 'divide and conquer', 'math']","  (0, 37)	0.30008622690608805
  (0, 20)	0.4843139708531915
  (0, 19)	0.4843139708531915
  (0, 12)	0.4843139708531915
  (0, 5)	0.4541675784669242",1192,2
1750.0,binary search,['binary search'],"  (0, 52)	0.5716446613374037
  (0, 4)	0.5801820322814406
  (0, 3)	0.5801820322814406",466,2
500.0,implementation,['implementation'],"  (0, 35)	1.0",164,0
750.0,math,['math'],"  (0, 37)	1.0",1076,1
1750.0,"dfs and similar,dp,geometry,greedy,trees","['dfs and similar', 'dp', 'geometry', 'greedy', 'trees']","  (0, 69)	0.41552238703468025
  (0, 55)	0.37661802439649417
  (0, 33)	0.317308852931742
  (0, 29)	0.44952693805896515
  (0, 21)	0.3147353821585999
  (0, 18)	0.37661802439649417
  (0, 17)	0.37661802439649417",2901,3
2500.0,"graphs,shortest paths","['graphs', 'shortest paths']","  (0, 54)	0.5244320539952442
  (0, 53)	0.5244320539952442
  (0, 45)	0.5244320539952442
  (0, 32)	0.41822608984493986",6225,4
500.0,"binary search,implementation,sortings","['binary search', 'implementation', 'sortings']","  (0, 56)	0.4727185060231957
  (0, 52)	0.46615476408914097
  (0, 35)	0.3340032691547559
  (0, 4)	0.4731166696355833
  (0, 3)	0.4731166696355833",1574,0
1500.0,binary search,['binary search'],"  (0, 52)	0.5716446613374037
  (0, 4)	0.5801820322814406
  (0, 3)	0.5801820322814406",6133,2
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",5538,0
2500.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
